timestamp,field,value
1759877105.4564018,vel_acc,0
1759877105.4564018,hdg_acc,0
1759877105.4564018,yaw,0
1759877105.6547403,time_usec,55163000
1759877105.6547403,fix_type,6
1759877105.6547403,lat,-353633245
1759877105.6547403,lon,1491652241
1759877105.6547403,alt,100
1759877105.6547403,eph,121
1759877105.6547403,epv,200
1759877105.6547403,vel,0
1759877105.6547403,cog,0
1759877105.6547403,satellites_visible,10
1759877105.6547403,alt_ellipsoid,100
1759877105.6547403,h_acc,300
1759877105.6547403,v_acc,300
1759877105.6547403,vel_acc,0
1759877105.6547403,hdg_acc,0
1759877105.6547403,yaw,0
1759877105.853303,time_usec,55363000
1759877105.853303,fix_type,6
1759877105.853303,lat,-353633245
1759877105.853303,lon,1491652241
1759877105.853303,alt,100
1759877105.853303,eph,121
1759877105.853303,epv,200
1759877105.853303,vel,0
1759877105.853303,cog,0
1759877105.853303,satellites_visible,10
1759877105.853303,alt_ellipsoid,100
1759877105.853303,h_acc,300
1759877105.853303,v_acc,300
1759877105.853303,vel_acc,0
1759877105.853303,hdg_acc,0
1759877105.853303,yaw,0
1759877106.0570695,time_usec,55563000
1759877106.0570695,fix_type,6
1759877106.0570695,lat,-353633245
1759877106.0570695,lon,1491652241
1759877106.0570695,alt,100
1759877106.0570695,eph,121
1759877106.0570695,epv,200
1759877106.0570695,vel,0
1759877106.0570695,cog,0
1759877106.0570695,satellites_visible,10
1759877106.0570695,alt_ellipsoid,100
1759877106.0570695,h_acc,300
1759877106.0570695,v_acc,300
1759877106.0570695,vel_acc,0
1759877106.0570695,hdg_acc,0
1759877106.0570695,yaw,0
1759877106.2554388,time_usec,55763000
1759877106.2554388,fix_type,6
1759877106.2554388,lat,-353633245
1759877106.2554388,lon,1491652241
1759877106.2554388,alt,100
1759877106.2554388,eph,121
1759877106.2554388,epv,200
1759877106.2554388,vel,0
1759877106.2554388,cog,0
1759877106.2554388,satellites_visible,10
1759877106.2554388,alt_ellipsoid,100
1759877106.2554388,h_acc,300
1759877106.2554388,v_acc,300
1759877106.2554388,vel_acc,0
1759877106.2554388,hdg_acc,0
1759877106.2554388,yaw,0
1759877106.4536767,time_usec,55963000
1759877106.4536767,fix_type,6
1759877106.4536767,lat,-353633245
1759877106.4536767,lon,1491652241
1759877106.4536767,alt,100
1759877106.4536767,eph,121
1759877106.4536767,epv,200
1759877106.4536767,vel,0
1759877106.4536767,cog,0
1759877106.4536767,satellites_visible,10
1759877106.4536767,alt_ellipsoid,100
1759877106.4536767,h_acc,300
1759877106.4536767,v_acc,300
1759877106.4536767,vel_acc,0
1759877106.4536767,hdg_acc,0
1759877106.4536767,yaw,0
1759877106.6520524,time_usec,56163000
1759877106.6520524,fix_type,6
1759877106.6520524,lat,-353633245
1759877106.6520524,lon,1491652241
1759877106.6520524,alt,100
1759877106.6520524,eph,121
1759877106.6520524,epv,200
1759877106.6520524,vel,0
1759877106.6520524,cog,0
1759877106.6520524,satellites_visible,10
1759877106.6520524,alt_ellipsoid,100
1759877106.6520524,h_acc,300
1759877106.6520524,v_acc,300
1759877106.6520524,vel_acc,0
1759877106.6520524,hdg_acc,0
1759877106.6520524,yaw,0
1759877106.8558693,time_usec,56363000
1759877106.8558693,fix_type,6
1759877106.8558693,lat,-353633245
1759877106.8558693,lon,1491652241
1759877106.8558693,alt,100
1759877106.8558693,eph,121
1759877106.8558693,epv,200
1759877106.8558693,vel,0
1759877106.8558693,cog,0
1759877106.8558693,satellites_visible,10
1759877106.8558693,alt_ellipsoid,100
1759877106.8558693,h_acc,300
1759877106.8558693,v_acc,300
1759877106.8558693,vel_acc,0
1759877106.8558693,hdg_acc,0
1759877106.8558693,yaw,0
1759877107.054408,time_usec,56563000
1759877107.054408,fix_type,6
1759877107.054408,lat,-353633245
1759877107.054408,lon,1491652241
1759877107.054408,alt,100
1759877107.054408,eph,121
1759877107.054408,epv,200
1759877107.054408,vel,0
1759877107.054408,cog,0
1759877107.054408,satellites_visible,10
1759877107.054408,alt_ellipsoid,100
1759877107.054408,h_acc,300
1759877107.054408,v_acc,300
1759877107.054408,vel_acc,0
1759877107.054408,hdg_acc,0
1759877107.054408,yaw,0
1759877107.252545,time_usec,56763000
1759877107.252545,fix_type,6
1759877107.252545,lat,-353633245
1759877107.252545,lon,1491652241
1759877107.252545,alt,100
1759877107.252545,eph,121
1759877107.252545,epv,200
1759877107.252545,vel,0
1759877107.252545,cog,0
1759877107.252545,satellites_visible,10
1759877107.252545,alt_ellipsoid,100
1759877107.252545,h_acc,300
1759877107.252545,v_acc,300
1759877107.252545,vel_acc,0
1759877107.252545,hdg_acc,0
1759877107.252545,yaw,0
1759877107.4566405,time_usec,56963000
1759877107.4566405,fix_type,6
1759877107.4566405,lat,-353633245
1759877107.4566405,lon,1491652241
1759877107.4566405,alt,100
1759877107.4566405,eph,121
1759877107.4566405,epv,200
1759877107.4566405,vel,0
1759877107.4566405,cog,0
1759877107.4566405,satellites_visible,10
1759877107.4566405,alt_ellipsoid,100
1759877107.4566405,h_acc,300
1759877107.4566405,v_acc,300
1759877107.4566405,vel_acc,0
1759877107.4566405,hdg_acc,0
1759877107.4566405,yaw,0
1759877107.6549773,time_usec,57163000
1759877107.6549773,fix_type,6
1759877107.6549773,lat,-353633245
1759877107.6549773,lon,1491652241
1759877107.6549773,alt,100
1759877107.6549773,eph,121
1759877107.6549773,epv,200
1759877107.6549773,vel,0
1759877107.6549773,cog,0
1759877107.6549773,satellites_visible,10
1759877107.6549773,alt_ellipsoid,100
1759877107.6549773,h_acc,300
1759877107.6549773,v_acc,300
1759877107.6549773,vel_acc,0
1759877107.6549773,hdg_acc,0
1759877107.6549773,yaw,0
1759877107.8531823,time_usec,57363000
1759877107.8531823,fix_type,6
1759877107.8531823,lat,-353633245
1759877107.8531823,lon,1491652241
1759877107.8531823,alt,100
1759877107.8531823,eph,121
1759877107.8531823,epv,200
1759877107.8531823,vel,0
1759877107.8531823,cog,0
1759877107.8531823,satellites_visible,10
1759877107.8531823,alt_ellipsoid,100
1759877107.8531823,h_acc,300
1759877107.8531823,v_acc,300
1759877107.8531823,vel_acc,0
1759877107.8531823,hdg_acc,0
1759877107.8531823,yaw,0
1759877108.0570517,time_usec,57563000
1759877108.0570517,fix_type,6
1759877108.0570517,lat,-353633245
1759877108.0570517,lon,1491652241
1759877108.0570517,alt,100
1759877108.0570517,eph,121
1759877108.0570517,epv,200
1759877108.0570517,vel,0
1759877108.0570517,cog,0
1759877108.0570517,satellites_visible,10
1759877108.0570517,alt_ellipsoid,100
1759877108.0570517,h_acc,300
1759877108.0570517,v_acc,300
1759877108.0570517,vel_acc,0
1759877108.0570517,hdg_acc,0
1759877108.0570517,yaw,0
1759877108.2557926,time_usec,57763000
1759877108.2557926,fix_type,6
1759877108.2557926,lat,-353633245
1759877108.2557926,lon,1491652241
1759877108.2557926,alt,100
1759877108.2557926,eph,121
1759877108.2557926,epv,200
1759877108.2557926,vel,0
1759877108.2557926,cog,0
1759877108.2557926,satellites_visible,10
1759877108.2557926,alt_ellipsoid,100
1759877108.2557926,h_acc,300
1759877108.2557926,v_acc,300
1759877108.2557926,vel_acc,0
1759877108.2557926,hdg_acc,0
1759877108.2557926,yaw,0
1759877108.4542775,time_usec,57963000
1759877108.4542775,fix_type,6
1759877108.4542775,lat,-353633245
1759877108.4542775,lon,1491652241
1759877108.4542775,alt,100
1759877108.4542775,eph,121
1759877108.4542775,epv,200
1759877108.4542775,vel,0
1759877108.4542775,cog,0
1759877108.4542775,satellites_visible,10
1759877108.4542775,alt_ellipsoid,100
1759877108.4542775,h_acc,300
1759877108.4542775,v_acc,300
1759877108.4542775,vel_acc,0
1759877108.4542775,hdg_acc,0
1759877108.4542775,yaw,0
1759877108.6521556,time_usec,58163000
1759877108.6521556,fix_type,6
1759877108.6521556,lat,-353633245
1759877108.6521556,lon,1491652241
1759877108.6521556,alt,100
1759877108.6521556,eph,121
1759877108.6521556,epv,200
1759877108.6521556,vel,0
1759877108.6521556,cog,0
1759877108.6521556,satellites_visible,10
1759877108.6521556,alt_ellipsoid,100
1759877108.6521556,h_acc,300
1759877108.6521556,v_acc,300
1759877108.6521556,vel_acc,0
1759877108.6521556,hdg_acc,0
1759877108.6521556,yaw,0
1759877108.8563294,time_usec,58363000
1759877108.8563294,fix_type,6
1759877108.8563294,lat,-353633245
1759877108.8563294,lon,1491652241
1759877108.8563294,alt,100
1759877108.8563294,eph,121
1759877108.8563294,epv,200
1759877108.8563294,vel,0
1759877108.8563294,cog,0
1759877108.8563294,satellites_visible,10
